RUC,NOMBRE O RAZÓN SOCIAL,ESTADO DEL CONTRIBUYENTE,CONDICIÓN DE DOMICILIO,UBIGEO,DIRECCIÓN
20433918798,TRADUCENTER SOCIEDAD ANONIMA CERRADA,ACTIVO,HABIDO,150131,AV. JAVIER PRADO OESTE 1760 1302
20100004837,SUNBEAM DEL PERU S A EN LIQUIDACION,ACTIVO,HABIDO,150131,---- MIGUEL DASSO 104 701
20156712974,CEIGNE FANTASIA ORIENTAL,ACTIVO,HABIDO,150131,AV. 2 DE MAYO 266
20106957089,RUPEREGO,ACTIVO,HABIDO,150131,AV. PRINCIPAL URB. CORPAC 754
20136570928,CESEL IPESA ASOCIADOS,ACTIVO,HABIDO,150131,AV. JOSE GALVEZ B RES. 634
20612761109,SOLEZZI MARINE SERVICE S.A.C.,ACTIVO,HABIDO,150131,AV. JUAN DE ARONA URB. JARDIN 215
20112810791,QUIMICOS INSUMOS Y MATERIALES S.A.C.,ACTIVO,HABIDO,150131,AV. PABLO CARRIQUIRY URB. CORPAC 455 10
20165624328,ARAMSA BRUCE SA ASOCIADOS,ACTIVO,HABIDO,150131,JR. MANUEL GONZALEZ OLAE URB. LIMATAMBO 386
20137423678,JUNTA DE PROP EDIF LA LIBERTAD,ACTIVO,HABIDO,150131,AV. FELIPE PARDO Y ALIGA URB. SAN ISIDRO 616
20137423911,JUNTA DE PROPIETARIOS DE PLAYA DE ESTACI,ACTIVO,HABIDO,150131,AV. CONDE DE LA MONCLOVA 365
20143930484,JUNTA DE PROPIETARIOS EDIFICIO CAPRICE,ACTIVO,HABIDO,150131,CAL. VICTOR MAURTUA 463
20122012655,SERVICIOS MEDICOS ERMAVA E.I.R.LTD.,ACTIVO,HABIDO,150131,AV. JAVIER PRADO ESTE URB. EL PALOMAR 1066
20198145646,OPHTALMIC CENTER E.I.R.L.,ACTIVO,HABIDO,150131,AV. LOS CONQUISTADORES 665
20108765241,PATRIMONIO TURISMO E.I.R.L.,ACTIVO,HABIDO,150131,AV. JORGE BASADRE GROHMANN URB. FUNDO CONDE DE SAN ISIDRO 255 702
20148069388,COOP.DE AHORRO Y CRED.TRAB.UNION LTD 507,ACTIVO,HABIDO,150131,CAL. HERRERILLOS URB. CORPAC 110
20112319698,WEINSTEIN INGENIEROS S.A.C.,ACTIVO,HABIDO,150131,AV. R. RIVERA NAVARRETE 765 61
20109391787,INVERSIONES ALKO S.A.C.,ACTIVO,HABIDO,150131,AV. JOSE GALVEZ BARRENECHEA URB. CORPAC 750
20190055346,JUNTA DE PROPIETARIOS DE EDIFICIO BLOCK,ACTIVO,HABIDO,150131,CAL. LOS LAURELES 685
20192974624,JUNTA DE PROPIET DEL EDIFIC JAVIER PRADO,ACTIVO,HABIDO,150131,AV. JAVIER PRADO 340
20198280268,JUNTA DE PROPIETARIOS GALERIA SAUSALITO,ACTIVO,HABIDO,150131,CAL. MIGUEL DASSO 126
20202467661,JUNTA DE PROPIETARIOS EDIFICIO LOS LAURELES,ACTIVO,HABIDO,150131,AV. JAVIER PRADO OESTE 1501
20204220761,JUNTA DE PROPIETARIOS EDIFICIO LAFAYETTE,ACTIVO,HABIDO,150131,AV. AREQUIPA URB. SAN ISIDRO 3051
20178065212,INDUSTRIAS ANGEL S.A.C.,ACTIVO,HABIDO,150131,AV. ALBERTO DEL CAMPO URB. CAMPO DE POLO 407
20156988619,JUNTA DE PROPIETARIOS DEL EDIFICIO CERVANTES,ACTIVO,HABIDO,150131,AV. MIGUEL DE CERVANTES 110
20109959571,ASOCIACION OIST - GMI - LACIG,ACTIVO,HABIDO,150131,AV. SALAVERRY 2559
20100810761,LUMIC METAL S A,ACTIVO,HABIDO,150131,AV. BELEN RES. SANTA CRUZ S/N 202
20160563169,JUNTA DE PROPIETARIOS EDIFICIO LOS SAUCE,ACTIVO,HABIDO,150131,CAL. FRANCISCO MASIAS URB. JARDIN 544
20161850358,JUNTA DE PROPIETARIOS DEL EDIFICIO SAN MARINO,ACTIVO,HABIDO,150131,CAL. CARLOS PORRAS OSORES 251 PS 8
20187255687,JTA PROPIETARIOS EDIF BOSQUE DEL OLIVAR,ACTIVO,HABIDO,150131,CAL. CURA BEJAR 140
20112939726,ASOCIACION EDUCATIVA CREA,ACTIVO,HABIDO,150131,PJ. ENRIQUE LEMBECKE 145
20157170849,INSTITUTO PRO EDUCACION,ACTIVO,HABIDO,150131,AV. GENERAL JUAN ANTONIO PEZE URB. COUNTRY CLUB EL GOLF 1770 302
20600991214,MED INTERNATIONAL SOCIEDAD ANONIMA CERRADA - MED INTERNATIONAL S.A.C.,ACTIVO,HABIDO,150131,AV. JAVIER PRADO ESTE 492 1203
20117514821,COOPERATIVA DE AHORRO Y CREDITO DEL SECTOR INDUSTRIAS,ACTIVO,HABIDO,150131,CAL. 54 URB. CORPAC 109 203
20139578784,THE ASSOCIATED PRESS SUCURSAL DEL PERU,ACTIVO,HABIDO,150131,CAL. AMADOR MERINO REYNA RES. SAN ISIDRO 460
20101103197,CLUB DEPARTAMENTAL DE TACNA - CLUB TACNA,ACTIVO,HABIDO,150131,AV. SALAVERRY URB. ORRANTIA DEL MAR 3041
20207765954,JUNTA DE PROP CALLE GENERAL JACINTO LARA NUMERO 273-277 LOTE 19 DE LA MANZANA 54 SAN ISIDRO,ACTIVO,HABIDO,150131,AV. JACINTO LARA 273
20209590299,JUNTA DE PROPIETARIOS EDIF COUNTRY,ACTIVO,HABIDO,150131,AV. LOS EUCALIPTOS 675
20209791197,ASOCIACION PRO VIVIENDA,ACTIVO,HABIDO,150131,AV. GUILLERMO PRESCOTT 250 02
20213431961,JUNTA DE PROPIETRIOS DEL EDIFICIO ALBERTO DEL CAMPO,ACTIVO,HABIDO,150131,CAL. ALBERTO DEL CAMPO 150
20216837798,JUNTA PROPIETARIOS DEL EDIF LOS PINOS,ACTIVO,HABIDO,150131,CAL. LOS PINOS 306
20110324279,101 CINE ARTE EL CINEMATOGRAFO,ACTIVO,HABIDO,150131,CAL. GENERAL JUAN NORBERTO ELE URB. SANTA ROSA 437
20170348126,RADIO CLUB PERUANO,ACTIVO,HABIDO,150131,CAL. LOS RUISEÑORES ESTE URB. EL PALOMAR 245
20159970958,ASOCIACION AMIGOS DEL MUSEO DE ARTE ITALIANO,ACTIVO,HABIDO,150131,AV. CAMINO REAL ---- TORRE CENTRAL 390
20137574293,CEIP RINCON DE LOS JUEGOS,ACTIVO,HABIDO,150131,CAL. UNO URB. CORPAC 667
20139993099,C.E.P SERGIO E. BERNALES DEL C.M.P.,ACTIVO,HABIDO,150131,AV. BELEN 331
20142977231,CEIGNE LOS HERMANITOS,ACTIVO,HABIDO,150131,AV. PABLO CARRIQUIRY URB. CORPAC 755
20108496674,COMERCIAL DISTRIBUIDORA CASTILLA SOCIEDAD ANONIMA CERRADA,ACTIVO,HABIDO,150131,CAL. 30 URB. CORPAC 129
20101774725,INMOBILIARIA ALBERSAR E.S.T.S.A.,ACTIVO,HABIDO,150131,AV. CAMINO REAL 617 203
20189418729,CEOGNE LA PONTIFICIA,ACTIVO,HABIDO,150131,AV. JAVIER PRADO OESTE 749
20178732707,FEDERACION DEPORTIVA NACIONAL PERUANA DE GOLF,ACTIVO,HABIDO,150131,CAL. CONDE DE LA MONCLOVA 315 308
20101525181,INVERSIONES PLANETA S A EN LIQUIDACIÓN,ACTIVO,HABIDO,150131,CAL. TENIENTE ROMANET 451
20101594077,CASA SOLARIEGA S.A.C.,ACTIVO,HABIDO,150131,AV. GUILLERMO PRESCOTT 285
20101960944,TRISMARE PERU SOCIEDAD ANONIMA CERRADA,ACTIVO,HABIDO,150131,AV. CANAVAL Y MOREYRA 290 62
20101094775,COMERCIAL ANAYA S A,ACTIVO,HABIDO,150131,AV. PETIT THOUARS 3431
20109232042,CONSTRUCTORA LOS REYES S A,ACTIVO,HABIDO,150131,AV. JORGE BASDRE 489 508
20111399574,INVERSIONES ALEXANDRA S.A.C,ACTIVO,HABIDO,150131,AV. JOSE GALVEZ BARRENECHEA URB. CORPAC 750
20107223810,PROMOTORA PANAMERICANA S.A.C.,ACTIVO,HABIDO,150131,AV. CAMINO REAL 985 1902
20125904409,INMOBILIARIA CAMPO AMENO S.A,ACTIVO,HABIDO,150131,AV. JORGE BASADRE 489 508
20127565423,INMOBILIARIA GACIAL S.A.C.,ACTIVO,HABIDO,150131,AV. JAVIER PRADO OESTE URB. SANTA ROSA 1930
20108516969,ENRIQUE PASSALACQUA Y CIA INGENIEROS S.A.C.,ACTIVO,HABIDO,150131,AV. AREQUIPA 3090
20109056643,KEMIKOS S.A.,ACTIVO,HABIDO,150131,AV. PETIT THOUARS 4021 101
20112306014,HOFER S.A.C.,ACTIVO,HABIDO,150131,AV. PASEO DE LA REPUBLICA 3866
20106497495,INMOBILIARIA SAN SEBASTIAN SOCIEDAD ANONIMA CERRADA,ACTIVO,HABIDO,150131,AV. AREQUIPA 3255
20111742562,INSTIT. CULT. DE CRECIM. Y DESARR HUMANO,ACTIVO,HABIDO,150131,AV. AREQUIPA 3363
20217850836,JUNTA DE PROPIETARIOS CALLE GENERAL ANTONIO PEZET 225 SAN ISIDRO,ACTIVO,HABIDO,150131,AV. JUAN ANTONIO PEZET URB. SAN GABRIEL 225
20177124207,LA GALERIA DE SAN ISIDRO SOCIEDAD ANONIMA CERRADA-LA GALERIA DE SAN ISIDRO S.A.C.,ACTIVO,HABIDO,150131,CAL. CONDE DE LA MONCLOVA 255
20108578301,ATRACCIONES L.M.Y MUNDO MAGICO SAC,ACTIVO,HABIDO,150131,JR. MARIANO DE LOS STOS 198 302
20158600499,INVERSIONES ALIAGA S.A.,ACTIVO,HABIDO,150131,CAL. LAS CASAS URB. JARDIN 114 201
20101905170,INVERSIONES PREDIALES S.A. EN LIQUIDACION,ACTIVO,HABIDO,150131,AV. EL ROSARIO 405
20102005555,MELCHORITA SOCIEDAD ANONIMA CERRADA,ACTIVO,HABIDO,150131,CAL. LOS SAUCES 340
20102028172,ENPROA S.A.C.,ACTIVO,HABIDO,150131,AV. AREQUIPA 3090
20102045425,CORPORACION  PROVIDENCIA S.A.,ACTIVO,HABIDO,150131,CAL. LAS CASAS 145 P-5
20102216173,INMOBILIARIA TRAMONTO S A,ACTIVO,HABIDO,150131,CAL. LOS LIBERTADORES 155 402
20142786991,URBANIZADORA GRANJA AZUL SOCIEDAD ANONIMA,ACTIVO,HABIDO,150131,CAL. MIGUEL DASSO 117 10
20126349786,INVERSIONES CD SA,ACTIVO,HABIDO,150131,AV. REPUBLICA DE COLOMBIA 791
20107957961,B & B TRADING S.A.,ACTIVO,HABIDO,150131,AV. EMILIO CAVENECIA 225 415
20138374905,R. G. B. S.A.,ACTIVO,HABIDO,150131,AV. CAMINO REAL URB. SANTA ISABEL 1274
20101028471,CIA URBANIZADORA LOS COCOTEROS DE VILLA,ACTIVO,HABIDO,150131,AV. ARAMBURU URB. LIMATAMBO 965 102
20101947093,CARLAMONICA S.A.C.,ACTIVO,HABIDO,150131,AV. ARAMBURU URB. URB LIMATAMBO 965 102
20101986587,CONSTRUCTORA RHOKA S A,ACTIVO,HABIDO,150131,AV. CAMINO REAL 1050
20102006365,CLUB DE VACACIONES S.A.C.,ACTIVO,HABIDO,150131,AV. LUIS FELIPE VILLARAN 320 A
20179733391,CEIGNE LOS TRES OSITOS,ACTIVO,HABIDO,150131,JR. MANUEL UGARTE Y MOSC RES. ORRANTIA DEL MAR 987
20107936450,CREATION'S BELEN SRLTDA,ACTIVO,HABIDO,150131,CAL. PERCY GIBSON MOLLER URB. FUNDO CONDE DE SAN ISIDRO 120 501
20111457523,METHA CINCO S.A.C.,ACTIVO,HABIDO,150131,CAL. JACINTO LARA URB. SANTA MARGARITA 450 403
20201443866,ASOCIACION EDUCATIVA CARITA FELIZ,ACTIVO,HABIDO,150131,BL. L RES. SANTA CRUZ S/N 103
20136923600,CONSTRUCTORA E INMOBILIARIA LUPERBIOR S.A.,ACTIVO,HABIDO,150131,AV. GUARDIA CIVIL URB. CORPAC 582
20137481015,ADIFAN ASISTENCIAL,ACTIVO,HABIDO,150131,JR. LOS LAURELES URB. SAN ISIDRO 365
20182778240,ASOCIACION DE CAMARAS DE COMERCIO BINACIONALES EN EL PERU,ACTIVO,HABIDO,150131,AV. CAMINO REAL 390
20205874071,ASOCIACION NACIONAL DE EMPRESAS FINANCIE,ACTIVO,HABIDO,150131,AV. PARDO Y ALIAGA 634
20101973922,ASOCIACION AUTOMOTRIZ DEL PERU,ACTIVO,HABIDO,150131,AV. JORGE BASADRE GROHMANN URB. FUNDO SAN ISIDRO 157
20107286579,ASOCIACION PERUANA DE CONSULTORIA - APC,ACTIVO,HABIDO,150131,AV. RIVERA NAVARRETE 762 11
20160620146,ASOC DE CONT PUB INCA GARCILASO DE LA VE,ACTIVO,HABIDO,150131,AV. JAVIER PRADO ESTE URB. CORPAC 1092 301
20117452531,SUMMA TEC S.A.C.,ACTIVO,HABIDO,150131,AV. JAVIER PRADO ESTE 996 302
20111289396,CONSTRUCTORA RIO NILO S.A.,ACTIVO,HABIDO,150131,AV. ANDRES ARAMBURU URB. LIMATAMBO 965 102
20136573781,DISTRIBUIDORA STAR S.R.L.,ACTIVO,HABIDO,150131,PJ. AROMITO URB. FUNDO CONDE DE SAN ISIDRO 127 301
20136961528,PEREDA DISTRIBUIDORES S R L,ACTIVO,HABIDO,150131,CAL. GERMAN SCHEREIBER URB. SANTA ANA 276
20182357902,CLUB DE BRIDGE DEL PERU,ACTIVO,HABIDO,150131,AV. JORGE BASADRE 475
20195938785,AUTOMOVIL CLUB PERUANO,ACTIVO,HABIDO,150131,AV. CANAVAL Y MOREYRA\, ENRIQU URB. CORPAC 671
20156342352,ASOCIACION CONTINENTAL,ACTIVO,HABIDO,150131,AV. REP.DE PANAMA ---- BCO CONTINENTAL 3035
20130567143,JUNTA DE PROPIETARIOS EDIFICIO TORRES DE SAN ISIDRO,ACTIVO,HABIDO,150131,AV. CAMINO REAL URB. SAN ISIDRO 961
20143465625,JUNTA DE PROPIETARIOS CALLE LOS LAURELES N 418 -422,ACTIVO,HABIDO,150131,JR. LOS LAURELES URB. ORRANTIA 422
20214659841,UNIVERSAL SCHOLARSHIP TRUST FOUNDATION,ACTIVO,HABIDO,150131,AV. DOS DE MAYO 1341
20148131873,FUNDACION AUGUSTO N. WIESE,ACTIVO,HABIDO,150131,CAL. LAS CAMELIAS URB. EL JARDIN 185 803
20160027712,CENTRO EDUCATIVO INICIAL P  LOS CONEJITO,ACTIVO,HABIDO,150131,AV. DOS DE MAYO 1199
20123101538,BONNA TOURS S.A.C.,ACTIVO,HABIDO,150131,CAL. CHINCHON URB. JARDIN 830 501
20101794084,CLER SA,ACTIVO,HABIDO,150131,AV. PARDO Y ALIAGA 652 1301
20510279574,APSA ANDINA SAC,ACTIVO,HABIDO,150131,AV. ENRIQUE CANAVAL Y MOREYRA URB. SANTA ANA 290 51
20101947921,INVERSIONES JUAN ENRIQUE S.A.C,ACTIVO,HABIDO,150131,AV. AREQUIPA 3090
20101986404,INMOBILIARIA Y ADMINISTRADORA LEFESA S A,ACTIVO,HABIDO,150131,AV. CAMINO REAL 1050
20102028091,ELPIS S.A.C.,ACTIVO,HABIDO,150131,AV. AREQUIPA 3090
20102216092,W.W.G. DEL PERU S.A.,ACTIVO,HABIDO,150131,CAL. LOS LIBERTADORES 155 402
20107083465,NEGOCIOS Y SERVICIOS SOCIEDAD ANONIMA CERRADA,ACTIVO,HABIDO,150131,AV. AREQUIPA 3090
20101085351,DIAMOND CORPORACION S A,ACTIVO,HABIDO,150131,CAL. CHACARILLA 451
20117562710,GANADERA CENTRAL S.A.C.,ACTIVO,HABIDO,150131,AV. JORGE BASADRE 1120
20203618833,CENTRO DE COMERCIO INTERNACIONAL-GOYBURO Y ASOCIADOS S.R.L.,ACTIVO,HABIDO,150131,AV. A.MIROQUESADA ---- EDIF. A 196 1301
20101038352,KOLORATEX S.A.,ACTIVO,HABIDO,150131,AV. AV. CENTRAL URB. CHACARILLA 163
20101980112,CLEAN RABBIT S.A.C.,ACTIVO,HABIDO,150131,AV. GUARDIA CIVIL URB. CORPAC 870
20501938701,PATRIMONIO EN FIDEICOMISO-D.LEG.NRO.861 TIT.XI FERREYROS PFF 2000-01,ACTIVO,HABIDO,150131,AV. CANAVAL Y MOREYRA 480 301
20101791905,INMOBILIARIA MINOKA S A,ACTIVO,HABIDO,150131,AV. GUILLERMO PRESCOTT 270 301
20102004079,RODOLFO GALVEZ SOUSA SOCIEDAD ANONIMA CERRADA EN LIQUIDACION,ACTIVO,HABIDO,150131,---- BLAS CERDEÑA 197 501
20117911153,TECNOLOGIA EN SISTEMAS Y COMPUTACION SAC,ACTIVO,HABIDO,150131,CAL. MANUEL A FUENTES URB. SAN ISIDRO 109
20106995096,VERAMENDI SERVICIOS PEDIATRICOS SRL.,ACTIVO,HABIDO,150131,AV. JAVIER PRADO ESTE 1066 601
20145252203,HARTEN Y ASOCIADOS CORRED DE SEGUROS SAC,ACTIVO,HABIDO,150131,CAL. GENERAL JACINTO JARA URB. SANTA MARGARITA 158
20110688718,INMOBILIARIA DON BENJA S.A.,ACTIVO,HABIDO,150131,CAL. CHOQUEHUANCA 1298 501
20173223626,MENORCA INVERSIONES S.A.C.,ACTIVO,HABIDO,150131,AV. JAVIER PRADO ESTE 488 402
20101968848,DEMETRIO ORE Y CIA S A,ACTIVO,HABIDO,150131,CAL. CHINCHON 875 801
20213630491,INVERFIN S.A.C.,ACTIVO,HABIDO,150131,CAL. TOMAS EDISON 296 501
20158279984,BDO CONSULTORES TRIBUTARIOS Y LEGALES S.A.C.,ACTIVO,HABIDO,150131,AV. CAMINO REAL URB. CENTRO COMERCIAL CAMINO R 456 1403
20100989558,VARI S.A.C,ACTIVO,HABIDO,150131,CAL. VICTOR MAURTUA URB. SANTA ISABEL 135
20214010721,PROMOTORA EL BRUJO S A,ACTIVO,HABIDO,150131,AV. ANDRES ARAMBURU URB. LIMATAMBO 965 102
20101971393,EBRRA ASESORES S A,ACTIVO,HABIDO,150131,CAL. CURA BEJAR 110
20178108043,PRODUCTOS MULTIPLES S.A.C.,ACTIVO,HABIDO,150131,AV. ALBERTO DEL CAMPO URB. CAMPO DE POLO 407
20216074018,RAQUIS S R L,ACTIVO,HABIDO,150131,CAL. J LARA 126
20101848273,MAGIELLE S C R L,ACTIVO,HABIDO,150131,CAL. VICTOR MAURTUA 342 301
20101093965,INMOBILIARIA CALVO SOCIEDAD ANONIMA CERRADA - INMOBILIARIA CALVO S.A.C.,ACTIVO,HABIDO,150131,CAL. BERNARDO MONTEAGUDO URB. ORRANTIA DEL MAR 220
20101490964,INMOBILIARIA SANTA COLOMBA S.A.C.,ACTIVO,HABIDO,150131,CAL. ANTEQUERA URB. JARDIN 796
20101526314,ERROTABARRI S.A.C.,ACTIVO,HABIDO,150131,AV. JOSE ALVAREZ CALDERON URB. SANTA ISABEL 279
20122865976,CENTRO MEDICO CORPAC S.A.,ACTIVO,HABIDO,150131,CAL. GONZALES OLAECHEA URB. CORPAC 165
20145154619,PROVISION 2000 S.A.C.,ACTIVO,HABIDO,150131,AV. JOSE GALVEZ BARRENECHEA URB. CORPAC 350
20101887091,VELJOR S.A.C. CONTRATISTAS,ACTIVO,HABIDO,150131,CAL. ALBERTO ARCA PARRO URB. SAN ISIDRO 272
20101906907,COMPAÑIA INMOBILIARIA MARIANGEL SOCIEDAD ANONIMA,ACTIVO,HABIDO,150131,CAL. VICTOR MAURTUA 140 204
20101980970,CONSTRUCFAC S A,ACTIVO,HABIDO,150131,AV. J G BARRENECHEA URB. CORPAC 200
20101987630,INMOBILIARIA P & D S A,ACTIVO,HABIDO,150131,AV. JOSE GALVEZ BARNECHEA URB. CORPAC 646
20101996035,INMOBILIARIA ZAMOSI S A,ACTIVO,HABIDO,150131,CAL. LAS OROPENDOLAS 341
20102009623,INVERSIONES VOLTERRA S A,ACTIVO,HABIDO,150131,AV. CAMINO REAL 1281
20131356901,CONSULTORIA Y SUPERVISION S.A.C.,ACTIVO,HABIDO,150131,AV. DEL PARQUE SUR URB. CORPAC 110
20102020511,CENTRO SUIZO RELOJERO SAN ISIDRO S.A.C.,ACTIVO,HABIDO,150131,AV. PASEO DE LA REPUBLICA 3440 B42A
20117754384,SERVICIOS GERENCIALES Y COMERCIALES S.A.,ACTIVO,HABIDO,150131,CAL. AMADOR MERINO REYNA URB. JARDIN 460 1601
20143296254,MIGIVA S.A.C.,ACTIVO,HABIDO,150131,AV. LOS CONQUISTADORES 638 201
20100861161,LAVANDERIA JARDIN S A,ACTIVO,HABIDO,150131,CAL. CHINCHON URB. SANTA CRUZ 630
20101593003,COMPAÑIA DE PROMOCION TURISTICA S.A.C.,ACTIVO,HABIDO,150131,CAL. CONDE DE LA MONCLOVA URB. FUNDO CONDE DE SAN ISIDRO 350 203
20137395101,RCR ASOCIADOS S.A,ACTIVO,HABIDO,150131,CAL. LAS GROJILLAS URB. EL PALOMAR 220
20101021387,TRANSPORTE Y GESTION LOGISTICA NIÑO JESUS SOCIEDAD ANONIMA CERRADA - TRANSGELONIJE S.A.C.,ACTIVO,HABIDO,150131,AV. GUARDIA CIVIL URB. CORPAC 881 203
20137879213,PORTOS S.A.C,ACTIVO,HABIDO,150131,CAL. LOS LIBERTADORES 325
20304684063,CORPORACION MARIA LUISA S.A.,ACTIVO,HABIDO,150131,AV. CAMINO REAL 456 1301
20143844723,INVERSIONES COLQUIJIRCA S.A.,ACTIVO,HABIDO,150131,CAL. LAS BEGONIAS 415 P-19
20127784818,ROBBIANO DAVIS CORREDORES DE SEGUROS S.A,ACTIVO,HABIDO,150131,AV. AREQUIPA 3633 404
20217037884,COUNTRY CLUB LOS BUNGALOWS DE SANTA CLARA S.A.,ACTIVO,HABIDO,150131,AV. CONQUISTADORES 1158
20260110862,JUNTA DE PROPIETARIOS EDIF PLAZA EL GOLF,ACTIVO,HABIDO,150131,AV. AURELIO MIRO QUEZADA 920
20101656871,CORPORACION BLAS SAC,ACTIVO,HABIDO,150131,AV. ALBERTO DEL CAMPO URB. CAMPO DE POLO 407
20101978720,ASESORES DE SEGUROS E INVERSIONES SOCIEDAD ANONIMA,ACTIVO,HABIDO,150131,CAL. GERMAN SCHREIBER 272
20125753273,GEMINIS INVERSIONES SA,ACTIVO,HABIDO,150131,CAL. GERMAN SCHREIBER URB. SANTA ANA 175 602
20267548448,ORPER S.A.,ACTIVO,HABIDO,150131,AV. JOSE ALVAREZ CALDERON URB. SANTA ISABEL 185
20102088078,LATINA DE TRANSPORTES S.A.C.,ACTIVO,HABIDO,150131,AV. JAVIER PRADO OESTE URB. COUNTRY CLUB 2039 203
20195663743,GRUPO ARIANA SOCIEDAD ANONIMA CERRADA,ACTIVO,HABIDO,150131,CAL. FRANCISCO EGUIGUREN 250 402
20107078208,URBANIZACIONES POPULARES S.A.C. EN LIQUIDACIÓN,ACTIVO,HABIDO,150131,CAL. CONDE DE LA MONCLOVA URB. FUNDO CONDE DE SAN ISIDRO 350 203
20108781018,INMOBILIARIA CORONET S.A.C,ACTIVO,HABIDO,150131,AV. CRNEL. PORTILLO 200 1700
20109424201,CIA INMOBILIARIA LATINA AMERICANA S A,ACTIVO,HABIDO,150131,AV. AURELIO MIRO QUESADA 1142 502
20110490951,REDENTORA S.A,ACTIVO,HABIDO,150131,AV. CAMINO REAL URB. FUNDO CONDE DE SAN ISIDRO 961 1401
20157016769,SERVICIOS Y REPRESENTACIONES LISELOTTE S.A.C.,ACTIVO,HABIDO,150131,AV. ROMA 190
20100586194,NEGOCIACION WU S C R L,ACTIVO,HABIDO,150131,JR. CARLOS NEUHAUS RIZO PATRO URB. CORPAC 125
20101999484,CHIFA FUNG KUAN S.A.,ACTIVO,HABIDO,150131,AV. LOS CONQUISTADORES 802
20381170412,ONCOCENTER PERU S.A.C.,ACTIVO,HABIDO,150131,AV. REPUBLICA DE PANAMA 3461
20158516277,INVERSIONES ADLIH SA,ACTIVO,HABIDO,150131,AV. PABLO CARRIQUIRRY URB. EL PALOMAR 895
20210607391,FREE TRADE & CONSULTING CO.S.A.C.,ACTIVO,HABIDO,150131,CAL. CHINCHON URB. JARDIN 830 301
20179926947,LOTTOBOX SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA - LOTTOBOX S.R.L.,ACTIVO,HABIDO,150131,PQ. ANDRES A. CACERES ---- ESTACIONAMIE-SUBTERRANEO N1
20110791560,IBEROAMERICANA DE SERVICIOS SOCIEDAD ANONIMA CERRADA,ACTIVO,HABIDO,150131,AV. PETIT THOUARS 2866 1103
20155108038,SPORT PACIFIC REPRESENTACIONES S.A.,ACTIVO,HABIDO,150131,AV. SALAVERRY 2395
20205985817,CONSULTORIA & ASOCIADOS ARIES S.A.C.,ACTIVO,HABIDO,150131,CAL. PERCY GIBSON MOLLER 120 201
20108552841,CORSUN S.A.C.,ACTIVO,HABIDO,150131,AV. CONQUISTADORES 638 5
20111451088,REPRESENTACIONES TURISTICAS SAC,ACTIVO,HABIDO,150131,AV. AGUSTIN DE LA TORRE GONZA URB. SANTA CRUZ 209 101
20126112000,URBANA SAN NICOLAS SOCIEDAD ANONIMA,ACTIVO,HABIDO,150131,CAL. GENERAL PABLO CLEMENT URB. SAN GABRIEL 111
20101844286,MAQUINAS ESPECIALES SA,ACTIVO,HABIDO,150131,AV. JAVIER PRADO OESTE URB. ORRANTIA 375
20171638250,INVERSIONES K S.A.C.,ACTIVO,HABIDO,150131,JR. CHOQUEHUANCA 1475
20100609232,ESTUDIO DE ASESORES ASOCIADOS S.A.C. - ASAS S.A.C.,ACTIVO,HABIDO,150131,AV. RICARDO ANGULO URB. CORPAC 776 303
20101948065,SERVICIOS SORI SOCIEDAD ANONIMA CERRADA,ACTIVO,HABIDO,150131,AV. AREQUIPA 3090
20140597253,JUNTA DE PROP. EDIFICIO CAMINO REAL 690,ACTIVO,HABIDO,150131,AV. CAMINO REAL 690
20208056841,UBS AG OFIC DE REPRESENTACION EN EL PERU,ACTIVO,HABIDO,150131,---- VIA PRINCIPAL ---- CENTRO EMPRESARIAL REAL 1 123 901
20127692531,DELTA CORREDORES DE SEGUROS S.A.C.,ACTIVO,HABIDO,150131,CAL. LAS GROJILLAS URB. EL PALOMAR 140
20111983250,EMPREX S.A.,ACTIVO,HABIDO,150131,CAL. MANUEL A FUENTES URB. MALIBU 915
20172012800,COMERCIAL DE SERVICIOS S.A.,ACTIVO,HABIDO,150131,CAL. AUGUSTO BOLOGNESI URB. COUNTRY CLUB 68
20101978304,FOOD FAIR S.A.C.,ACTIVO,HABIDO,150131,CAL. VALLE RIESTRA GENERAL FR 106
20139576498,A & Z CONSTRUCTORES S.A.C.,ACTIVO,HABIDO,150131,CAL. MANUEL GONZALES OLAECHEA 386 201
20186146850,CENTRO DE ESTUDIOS ORGANIZACIONALES SAC,ACTIVO,HABIDO,150131,AV. AREQUIPA 2633
20192977054,PUNTO 2000 SA,ACTIVO,HABIDO,150131,AV. JAVIER PRADO ESTE 1112 101
20102002297,JOYERIA LA ESMERALDA S.A.C.,ACTIVO,HABIDO,150131,AV. PARDO Y ALIAGA 572
20102017642,KODAMA REGALOS S A,ACTIVO,HABIDO,150131,AV. PETIT THOUARS 3198
20136596561,TG LASER OFTALMICA S.A,ACTIVO,HABIDO,150131,AV. 2 DE MAYO URB. RISSO 646
20113050838,MALBOMIZ IMPORT EXPORT S.R.L.,ACTIVO,HABIDO,150131,CAL. LOS CISNES URB. LIMATAMBO 491 401
20140447529,D.G.LLERENA & LLERENA ASOCIADOS ARQUITECTOS - INGENIEROS S.R.L.,ACTIVO,HABIDO,150131,CAL. BARCELONA 434
20110623187,CIA URBANIZADORA SAN ISIDRO LTDA S.A,ACTIVO,HABIDO,150131,CAL. SANTA LUISA 143
